firm,firm_ticker,model_company,model,event_date,relationship,value,evidence_text,source_name,source_url,source_date,before_event_date,confidence,notes
Palantir,PLTR,Meta,LLaMA 3,2024-04-18,business_downstream,1,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Palantir is classified as business_downstream because its core business directly commercializes generative-AI capabilities through enterprise software, workflow automation, professional services, creative software, AI applications, or related customer-facing AI-enabled products.",Researcher Convention,N/A,N/A,N/A,high,business_downstream=1 confirmed under narrowed definition.
Palantir,PLTR,Meta,LLaMA 3,2024-04-18,real_downstream,0,"No public evidence found of Palantir integrating, using, or distributing Meta models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Palantir,PLTR,Meta,LLaMA 3,2024-04-18,competitor,0,No public evidence found of Palantir developing or offering directly competing foundation models or AI platforms vs Meta before event date,N/A,N/A,N/A,N/A,high,
IBM,IBM,Meta,LLaMA 3,2024-04-18,owner,0,"No public evidence found that IBM owns, controls, or directly develops Meta or its models before event date",N/A,N/A,N/A,N/A,high,
IBM,IBM,Meta,LLaMA 3,2024-04-18,investor,0,No public evidence found of IBM making equity investment in Meta before event date,N/A,N/A,N/A,N/A,high,
IBM,IBM,Meta,LLaMA 3,2024-04-18,cloud,0,No public evidence found of IBM providing cloud/infrastructure services to Meta before event date,N/A,N/A,N/A,N/A,high,
IBM,IBM,Meta,LLaMA 3,2024-04-18,business_upstream,0,[BUSINESS POSITION] IBM is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,IBM is not a designated business_upstream firm.
IBM,IBM,Meta,LLaMA 3,2024-04-18,real_upstream,0,"No public evidence found of IBM supplying key upstream inputs (GPUs, chips, infrastructure) to Meta before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
IBM,IBM,Meta,LLaMA 3,2024-04-18,business_downstream,0,"[BUSINESS POSITION — NARROWED] Researcher coding convention: IBM is NOT classified as business_downstream under the narrowed definition. Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/infrastructure provider, upstream complement, platform, adtech/e-commerce firm, or general AI adopter. Broad AI use is insufficient for business_downstream=1.",Researcher Convention,N/A,N/A,N/A,high,Changed 1→0 under narrowed business_downstream definition.
IBM,IBM,Meta,LLaMA 3,2024-04-18,real_downstream,0,"No public evidence found of IBM integrating, using, or distributing Meta models or technology in products before event date",N/A,N/A,N/A,N/A,medium,[MAPPED from downstream] 
IBM,IBM,Meta,LLaMA 3,2024-04-18,competitor,1,IBM launched watsonx/Granite as a directly competing foundation model/AI platform versus Meta models.,IBM Official,https://www.ibm.com/products/watsonx-ai,2023-05-09,yes,medium,
Microsoft,MSFT,Meta,LLaMA 3,2024-04-18,owner,0,"No public evidence found that Microsoft owns, controls, or directly develops Meta or its models before event date",N/A,N/A,N/A,N/A,high,
Microsoft,MSFT,Meta,LLaMA 3,2024-04-18,investor,0,No public evidence found of Microsoft making equity investment in Meta before event date,N/A,N/A,N/A,N/A,high,
Microsoft,MSFT,Meta,LLaMA 3,2024-04-18,cloud,0,No public evidence found of Microsoft providing cloud/infrastructure services to Meta before event date,N/A,N/A,N/A,N/A,high,
Microsoft,MSFT,Meta,LLaMA 3,2024-04-18,business_upstream,0,[BUSINESS POSITION] Microsoft is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Microsoft is not a designated business_upstream firm.
Microsoft,MSFT,Meta,LLaMA 3,2024-04-18,real_upstream,0,"No public evidence found of Microsoft supplying key upstream inputs (GPUs, chips, infrastructure) to Meta before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Microsoft,MSFT,Meta,LLaMA 3,2024-04-18,business_downstream,1,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Microsoft is classified as business_downstream because its core business directly commercializes generative-AI capabilities through enterprise software, workflow automation, professional services, creative software, AI applications, or related customer-facing AI-enabled products.",Researcher Convention,N/A,N/A,N/A,high,business_downstream=1 confirmed under narrowed definition.
Microsoft,MSFT,Meta,LLaMA 3,2024-04-18,real_downstream,0,"No public evidence found of Microsoft integrating, using, or distributing Meta models or technology in products before event date",N/A,N/A,N/A,N/A,medium,[MAPPED from downstream] 
Microsoft,MSFT,Meta,LLaMA 3,2024-04-18,competitor,0,No public evidence found of Microsoft developing or offering directly competing foundation models or AI platforms vs Meta before event date,N/A,N/A,N/A,N/A,medium,
Meta,META,Meta,LLaMA 3,2024-04-18,owner,1,"Meta Platforms develops and releases the Llama family of models through its Meta AI division. Llama 1 was released Feb 2023, Llama 2 in Jul 2023.",Meta AI Official Blog,https://ai.meta.com/blog/large-language-model-llama-meta-ai/,2023-02-24,yes,high,
Meta,META,Meta,LLaMA 3,2024-04-18,investor,0,No public evidence found of Meta making equity investment in Meta before event date,N/A,N/A,N/A,N/A,high,
Meta,META,Meta,LLaMA 3,2024-04-18,cloud,0,No public evidence found of Meta providing cloud/infrastructure services to Meta before event date,N/A,N/A,N/A,N/A,high,
Meta,META,Meta,LLaMA 3,2024-04-18,business_upstream,0,[BUSINESS POSITION] Meta is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Meta is not a designated business_upstream firm.
Meta,META,Meta,LLaMA 3,2024-04-18,real_upstream,0,"No public evidence found of Meta supplying key upstream inputs (GPUs, chips, infrastructure) to Meta before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Meta,META,Meta,LLaMA 3,2024-04-18,business_downstream,0,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Meta is NOT classified as business_downstream under the narrowed definition. Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/infrastructure provider, upstream complement, platform, adtech/e-commerce firm, or general AI adopter. Broad AI use is insufficient for business_downstream=1.",Researcher Convention,N/A,N/A,N/A,high,Changed 1→0 under narrowed business_downstream definition.
Meta,META,Meta,LLaMA 3,2024-04-18,real_downstream,0,"No public evidence found of Meta integrating, using, or distributing Meta models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Meta,META,Meta,LLaMA 3,2024-04-18,competitor,0,No public evidence found of Meta developing or offering directly competing foundation models or AI platforms vs Meta before event date,N/A,N/A,N/A,N/A,medium,
Siemens,SIE GR,Meta,LLaMA 3,2024-04-18,owner,0,"No public evidence found that 西门子 owns, controls, or directly develops Meta or its models before event date",N/A,N/A,N/A,N/A,high,
Siemens,SIE GR,Meta,LLaMA 3,2024-04-18,investor,0,No public evidence found of 西门子 making equity investment in Meta before event date,N/A,N/A,N/A,N/A,high,
Siemens,SIE GR,Meta,LLaMA 3,2024-04-18,cloud,0,No public evidence found of 西门子 providing cloud/infrastructure services to Meta before event date,N/A,N/A,N/A,N/A,high,
Siemens,SIE GR,Meta,LLaMA 3,2024-04-18,business_upstream,0,[BUSINESS POSITION] Siemens is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Siemens is not a designated business_upstream firm.
Siemens,SIE GR,Meta,LLaMA 3,2024-04-18,real_upstream,0,"No public evidence found of 西门子 supplying key upstream inputs (GPUs, chips, infrastructure) to Meta before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Siemens,SIE GR,Meta,LLaMA 3,2024-04-18,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: Siemens is NOT classified as business_downstream under the narrowed definition. Firm not classified as business_downstream. Core business is not downstream of generative-AI model capabilities in a commercially meaningful way.,Researcher Convention,N/A,N/A,N/A,medium,business_downstream=0 confirmed under narrowed definition.
Siemens,SIE GR,Meta,LLaMA 3,2024-04-18,real_downstream,0,"No public evidence found of 西门子 integrating, using, or distributing Meta models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Siemens,SIE GR,Meta,LLaMA 3,2024-04-18,competitor,0,No public evidence found of 西门子 developing or offering directly competing foundation models or AI platforms vs Meta before event date,N/A,N/A,N/A,N/A,high,
Salesforce,CRM,Meta,LLaMA 3,2024-04-18,owner,0,"No public evidence found that Salesforce owns, controls, or directly develops Meta or its models before event date",N/A,N/A,N/A,N/A,high,
Salesforce,CRM,Meta,LLaMA 3,2024-04-18,investor,0,No public evidence found of Salesforce making equity investment in Meta before event date,N/A,N/A,N/A,N/A,high,
Salesforce,CRM,Meta,LLaMA 3,2024-04-18,cloud,0,No public evidence found of Salesforce providing cloud/infrastructure services to Meta before event date,N/A,N/A,N/A,N/A,high,
Salesforce,CRM,Meta,LLaMA 3,2024-04-18,business_upstream,0,[BUSINESS POSITION] Salesforce is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Salesforce is not a designated business_upstream firm.
Salesforce,CRM,Meta,LLaMA 3,2024-04-18,real_upstream,0,"No public evidence found of Salesforce supplying key upstream inputs (GPUs, chips, infrastructure) to Meta before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Salesforce,CRM,Meta,LLaMA 3,2024-04-18,business_downstream,1,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Salesforce is classified as business_downstream because its core business directly commercializes generative-AI capabilities through enterprise software, workflow automation, professional services, creative software, AI applications, or related customer-facing AI-enabled products.",Researcher Convention,N/A,N/A,N/A,high,business_downstream=1 confirmed under narrowed definition.
Salesforce,CRM,Meta,LLaMA 3,2024-04-18,real_downstream,0,"No public evidence found of Salesforce integrating, using, or distributing Meta models or technology in products before event date",N/A,N/A,N/A,N/A,medium,[MAPPED from downstream] 
Salesforce,CRM,Meta,LLaMA 3,2024-04-18,competitor,0,No public evidence found of Salesforce developing or offering directly competing foundation models or AI platforms vs Meta before event date,N/A,N/A,N/A,N/A,high,
Netflix,NFLX,Meta,LLaMA 3,2024-04-18,owner,0,"No public evidence found that Netflix owns, controls, or directly develops Meta or its models before event date",N/A,N/A,N/A,N/A,high,
Netflix,NFLX,Meta,LLaMA 3,2024-04-18,investor,0,No public evidence found of Netflix making equity investment in Meta before event date,N/A,N/A,N/A,N/A,high,
Netflix,NFLX,Meta,LLaMA 3,2024-04-18,cloud,0,No public evidence found of Netflix providing cloud/infrastructure services to Meta before event date,N/A,N/A,N/A,N/A,high,
Netflix,NFLX,Meta,LLaMA 3,2024-04-18,business_upstream,0,[BUSINESS POSITION] Netflix is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Netflix is not a designated business_upstream firm.
Netflix,NFLX,Meta,LLaMA 3,2024-04-18,real_upstream,0,"No public evidence found of Netflix supplying key upstream inputs (GPUs, chips, infrastructure) to Meta before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Netflix,NFLX,Meta,LLaMA 3,2024-04-18,business_downstream,0,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Netflix is NOT classified as business_downstream under the narrowed definition. Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/infrastructure provider, upstream complement, platform, adtech/e-commerce firm, or general AI adopter. Broad AI use is insufficient for business_downstream=1.",Researcher Convention,N/A,N/A,N/A,high,Changed 1→0 under narrowed business_downstream definition.
Netflix,NFLX,Meta,LLaMA 3,2024-04-18,real_downstream,0,"No public evidence found of Netflix integrating, using, or distributing Meta models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Netflix,NFLX,Meta,LLaMA 3,2024-04-18,competitor,0,No public evidence found of Netflix developing or offering directly competing foundation models or AI platforms vs Meta before event date,N/A,N/A,N/A,N/A,high,
Oracle,ORCL,Meta,LLaMA 3,2024-04-18,owner,0,"No public evidence found that Oracle owns, controls, or directly develops Meta or its models before event date",N/A,N/A,N/A,N/A,high,
Oracle,ORCL,Meta,LLaMA 3,2024-04-18,investor,0,No public evidence found of Oracle making equity investment in Meta before event date,N/A,N/A,N/A,N/A,high,
Oracle,ORCL,Meta,LLaMA 3,2024-04-18,cloud,0,No public evidence found of Oracle providing cloud/infrastructure services to Meta before event date,N/A,N/A,N/A,N/A,high,
Oracle,ORCL,Meta,LLaMA 3,2024-04-18,business_upstream,0,[BUSINESS POSITION] Oracle is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Oracle is not a designated business_upstream firm.
Oracle,ORCL,Meta,LLaMA 3,2024-04-18,real_upstream,0,"No public evidence found of Oracle supplying key upstream inputs (GPUs, chips, infrastructure) to Meta before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Oracle,ORCL,Meta,LLaMA 3,2024-04-18,business_downstream,0,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Oracle is NOT classified as business_downstream under the narrowed definition. Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/infrastructure provider, upstream complement, platform, adtech/e-commerce firm, or general AI adopter. Broad AI use is insufficient for business_downstream=1.",Researcher Convention,N/A,N/A,N/A,high,Changed 1→0 under narrowed business_downstream definition.
Oracle,ORCL,Meta,LLaMA 3,2024-04-18,real_downstream,0,"No public evidence found of Oracle integrating, using, or distributing Meta models or technology in products before event date",N/A,N/A,N/A,N/A,medium,[MAPPED from downstream] 
