firm,firm_ticker,model_company,model,event_date,owner,investor,cloud,business_upstream,real_upstream,business_downstream,real_downstream,competitor,notes
Panasonic,6954 JP,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,No identified relationship
Workday,WDAY,Google,Imagen 3,2024-05-14,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Enterprise HR/finance cloud software; positioned to embed AI capabilities into e); No identified relationship
Ericsson,ERIC,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,No identified relationship
CareCloud,CRWV,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,No identified relationship
Teradata,TDC,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,[NARROWED] business_downstream changed 1→0: Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core bus; business_downstream=1 (Enterprise data analytics/data warehousing; positioned to integrate AI/ML into a); No identified relationship
GE HealthCare,GEHC,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,No identified relationship
Tietoevry,TIETO FH,Google,Imagen 3,2024-05-14,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Nordic IT services/consulting firm; positioned to deploy AI solutions for enterp); No identified relationship
Experian,EXPN LN,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,[NARROWED] business_downstream changed 1→0: Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core bus; business_downstream=1 (Consumer credit data/analytics firm; positioned to leverage AI for credit modeli); No identified relationship
Zscaler,ZS,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,[NARROWED] business_downstream changed 1→0: Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core bus; business_downstream=1 (Cloud security/SASE platform; positioned to integrate AI into cloud security and); No identified relationship
CyberArk,CYBR,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,[NARROWED] business_downstream changed 1→0: Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core bus; business_downstream=1 (Identity security/privileged access management; positioned to integrate AI into ); No identified relationship
StoneCo,STNE,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,No identified relationship
UiPath,PATH,Google,Imagen 3,2024-05-14,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Enterprise automation/RPA software; integrates AI/LLM capabilities into business); No identified relationship
Rakuten Group,4755 JP,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (E-commerce/fintech/digital services conglomerate; positioned to leverage AI acro); No identified relationship"
HPE,HPE,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Enterprise IT infrastructure/solutions; HPE GreenLake AI, positioned to deploy A); No identified relationship"
Temenos,TEMN SW,Google,Imagen 3,2024-05-14,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Banking software platform; positioned to integrate AI into financial services so); No identified relationship
Pony.ai,PONY,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,No identified relationship
Twilio,TWLO,Google,Imagen 3,2024-05-14,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Cloud communications/SaaS platform; positioned to integrate AI into customer eng); No identified relationship
Genpact,G,Google,Imagen 3,2024-05-14,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Business process/IT services firm; positioned to deploy and integrate AI capabil); No identified relationship
DXC Technology,DXC,Google,Imagen 3,2024-05-14,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (IT services/solutions firm; positioned to deploy AI infrastructure and solutions); No identified relationship
Ambarella,AMBA,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,No identified relationship
Okta,OKTA,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,[NARROWED] business_downstream changed 1→0: Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core bus; business_downstream=1 (Identity/access management SaaS; positioned to integrate AI into enterprise iden); No identified relationship
WeRock,WRD,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,No identified relationship
Pegasystems,PEGA,Google,Imagen 3,2024-05-14,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Enterprise software/CRM platform; Pega AI integrates generative AI into business); No identified relationship
Toshiba,6588 JP,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,No identified relationship
Wolters Kluwer,WKL NA,Google,Imagen 3,2024-05-14,0,0,0,0,0,1,0,0,"business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Professional information/software firm; integrates AI into legal, tax, health, a); No identified relationship"
SoundHound AI,SOUN,Google,Imagen 3,2024-05-14,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Voice AI/conversational intelligence firm; directly leverages generative AI and ); No identified relationship
研华科技,2395 TT,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,No identified relationship
CCC Intelligent Solutions,CCC,Google,Imagen 3,2024-05-14,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Insurance claims software/SaaS; AI integration into insurance automation workflo); No identified relationship
宏基,2353 TT,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,No identified relationship
Sony,6758 JP,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,No identified relationship
Snap,SNAP,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Firm not classified as business_downstream. Core business is not downstream of generative-AI model capabilities in a com; business_downstream=1 (Social media/camera platform; My AI chatbot powered by LLMs, Lens AI uses genera); No identified relationship"
Zebra Technologies,ZBRA,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,No identified relationship
NICE,NICE,Google,Imagen 3,2024-05-14,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Customer service automation software; CXone AI platform integrates conversationa); No identified relationship
Amplifon,AMP IM,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,No identified relationship
Super Micro,SMCI,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,No identified relationship
Quantum Computing,QUBT,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,No identified relationship
Wix,WIX,Google,Imagen 3,2024-05-14,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Website builder/SaaS platform; Wix AI website builder leverages generative AI fo); No identified relationship
The Trade Desk,TTD,Google,Imagen 3,2024-05-14,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Programmatic advertising/demand-side platform; AI-driven bidding, positioned to ); No identified relationship"
C3.ai,AI,Google,Imagen 3,2024-05-14,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Enterprise AI software firm; provides AI application platform directly leveragin); No identified relationship
Samsung Electronics,005930 KS,Google,Gemini Flash 1.5,2024-05-30,0,0,0,0,0,0,0,0,No identified relationship
Alphabet,GOOGL,Google,Gemini Flash 1.5,2024-05-30,1,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Google Cloud AI services, Google Workspace AI features, search AI — positioned a); owner=1 (high)"
Micron Technology,MU,Google,Gemini Flash 1.5,2024-05-30,0,0,0,0,0,0,0,0,No identified relationship
AMD,AMD,Google,Gemini Flash 1.5,2024-05-30,0,0,0,0,0,0,0,0,No identified relationship
SK Hynix,000660 KS,Google,Gemini Flash 1.5,2024-05-30,0,0,0,0,0,0,0,0,No identified relationship
Alibaba,BABA,Google,Gemini Flash 1.5,2024-05-30,0,0,0,0,0,0,0,1,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Alibaba Cloud AI, e-commerce AI features — positioned as both competitor (Qwen) ); competitor=1 (high)"
TSMC,TSM,Google,Gemini Flash 1.5,2024-05-30,0,0,0,1,1,0,0,0,business_upstream=1 by researcher convention (TSMC is universal upstream); upstream=1 (medium)
Tesla,TSLA,Google,Gemini Flash 1.5,2024-05-30,0,0,0,0,0,0,0,0,No identified relationship
Apple,AAPL,Google,Gemini Flash 1.5,2024-05-30,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Apple Intelligence, Siri, on-device AI features — positioned as both competitor ); No identified relationship"
Broadcom,AVGO,Google,Gemini Flash 1.5,2024-05-30,0,0,0,1,1,0,0,0,upstream=1 (medium)
Cisco,CSCO,Google,Gemini Flash 1.5,2024-05-30,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Networking/IT infrastructure firm; AI networking, positioned to supply and deplo); No identified relationship"
Tencent,700 HK,Google,Gemini Flash 1.5,2024-05-30,0,0,0,0,0,0,0,1,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Tencent Cloud AI, WeChat AI features — positioned as both competitor (Hunyuan) a); competitor=1 (high)"
Nvidia,NVDA,Google,Gemini Flash 1.5,2024-05-30,0,0,0,1,1,0,0,0,business_upstream=1 by researcher convention (Nvidia is universal upstream); upstream=1 (medium)
Amazon,AMZN,Google,Gemini Flash 1.5,2024-05-30,0,0,0,0,0,0,0,1,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (AWS AI/ML services, Amazon.com AI features, Alexa — positioned as both competito); competitor=1 (high)"
Palantir,PLTR,Google,Gemini Flash 1.5,2024-05-30,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Data analytics/AI platform; AIP (Artificial Intelligence Platform) integrates LL); No identified relationship
IBM,IBM,Google,Gemini Flash 1.5,2024-05-30,0,0,0,0,0,0,0,1,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Enterprise IT/consulting/software firm; watsonx AI platform, major AI consulting); competitor=1 (medium)"
Microsoft,MSFT,Google,Gemini Flash 1.5,2024-05-30,0,0,0,0,0,1,0,0,"business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Enterprise software/productivity/cloud firm; Azure OpenAI Service, Copilot, Offi); No identified relationship"
Meta,META,Google,Gemini Flash 1.5,2024-05-30,0,0,0,0,0,0,0,1,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Social media platform; AI-powered content recommendation, advertising, AI assist); competitor=1 (high)"
Siemens,SIE GR,Google,Gemini Flash 1.5,2024-05-30,0,0,0,0,0,0,0,0,No identified relationship
Salesforce,CRM,Google,Gemini Flash 1.5,2024-05-30,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Enterprise CRM/software firm; Einstein GPT integrates LLM capabilities into CRM ); No identified relationship
Netflix,NFLX,Google,Gemini Flash 1.5,2024-05-30,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Streaming entertainment platform; AI-driven content recommendation, positioned t); No identified relationship"
Oracle,ORCL,Google,Gemini Flash 1.5,2024-05-30,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Enterprise software/cloud firm; OCI Generative AI hosts and serves AI models, po); competitor=1 (medium)"
Intel,INTC,Google,Gemini Flash 1.5,2024-05-30,0,0,0,0,0,0,0,0,No identified relationship
Accenture,ACN,Google,Gemini Flash 1.5,2024-05-30,0,0,0,0,0,1,0,0,"business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Global IT services/consulting firm; major AI consulting and deployment partner, ); No identified relationship"
Uber,UBER,Google,Gemini Flash 1.5,2024-05-30,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Ridesharing/delivery platform; uses AI/ML for matching, routing, pricing — posit); No identified relationship"
